"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"RING1"	0	0	0	0	0.13499608287156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949464154582985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03626729812505	0	0	0.668888061112244	0	0	0	0.767524687508648	0	0	0	0	0.442896947424909	2.06302084550074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RYBP"	0	0	0	0	0	0	0	0	0	0	0	0	0.659354787466235	0	0	0	0	0	0.205064721723494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18431844603147	0	0	0	0	0	1.66311603314618	0	0	0	0	0	0	0.63336054752511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S100A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33191106126729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142104770893632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S100B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330031277817667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19648483651693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S100P"	0	0	0	0	0	0	0	0	0.825909541500316	0	0	0	0	0	0	0	0	0	0	0	0.16921412319662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200250478568727	0.0782878877761006	0	0	0	0	0.216028632941782	0	0	0	0	0	0	0	0	0	0	0
"SARNP"	0	0	0	0	0.122383085936942	0	0	0	0	0	0.414570826320636	0	0	0	0	0	0	0	0	0	5.31274763261295	0.722300404957607	0	0.371358613745993	0	0	0	0	0	0	0	0	0	0	0	0	1.08122267803984	0	0	0	0	0.319918102808196	0	0	0.423691678593409	0	0	0	0.678648515951237	0	0	0	0.616472056464003	0.317884515711905	0	0	0	0	0	0	1.16267987130462	0.444637251889235	0	0	0	0	0	1.09162748314962	0	0	0	0	0	0	0	0	0	0
"SH3GLB1"	0.0468642259980768	0	0	0	0	1.14833765378589	0	0	0	0.812338777040533	0	0	0	0.534347520563233	0	0.0074158224178696	0	0	0	0	0.665619770220217	1.68831985318724	0	1.13578973621734	0	0	0.83885098982092	0	0	0	0	0	0.342456847928274	0	0	0	1.41484084485251	0	0	0	0	0	0	1.80142555712525	2.32282001181502	0.291178070926849	0	0	0.501459572164508	0	0	0	0	0	0.0813552468369149	0	0	0	0	0	3.04502614797048	8.22137227355782	0	0	0	0	0	0.157319906817696	0	0	0	0.298317140042838	0	0	0	0	0.574571567055322	0
"SH3GLB2"	0.515379711531706	0	0	0	0	0	0	0	0	0.0748581600753248	0	0.155210867658448	0.706478728894856	0	0	0	0	0	0	0	0	0.666218135250028	0	0.232410777153945	0	1.22287812987278	0.693705643813399	0.899589197965424	0	0	0	0.898077584964294	0.215257157885128	0	0	0	0.331890351856279	0	1.65877144246123	0	0	0	0	0	0.636848106027735	0	0	0	1.02413310956302	0	0	0	0	0	0.542556226304327	0	0	0	0	0	6.55871238339855	0.925395875136544	1.0930653752872	0	0	0	0	3.16283949282135	0	1.05160049327246	0	0	0	0	0	0	0	0
"SNX32"	0	0	0	0	0	0	0	0	0	0	0	0	0.00429137387214206	0	0	0	0	0	0	0	0	0.244351588271444	0	0	0.179410904374704	0.85371068915077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06297787418654	0	0	0	0.192677992420449	0	0	0	0	0	0.286209289360532	0	0	0	0	0	0	0.760471710339373	0	0	0	0	0	2.43889845576705	0	1.99950929550388	0	0	0	0	0	0	0	0
"STMN2"	0	0	0	0	0	0	0.115762954513153	0	0	0.166863394698191	0	0.268893437813596	0	0	0	0	0	0.490129427553488	0	0	0	0	0	0	0.00552998276735313	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43675194294121	0	0	0	0	0	0	0.312469398536149	0	0	0	0	0	0.191728665694657	0	0	0	0	0	0	0	0	0.0257088377119066	0.817097096421364	0	0	0	0	0	3.76695063467604	0	0	0	0.750211771378229	0.306152917323998	0	0	0	0	0
"STX4"	1.39119569991696	0	0	0	0	0	0	0	0	0.901510816033447	0	0	0	1.0390586746729	0	0	0.205881337205286	0	0	0	0.738913473841996	0	0	0	1.33214163399566	0.0856592421160196	0	0	1.00640347627926	0	0	0	0	0	0	0	0	0	1.22135810574376	0	0.34809190465057	0	0	0	0	0	0	0	2.01839536793708	0	0	1.39774546081673	0.994310009152297	0	0	0	0	0	0	0	0	2.09723810403118	0	0	0	0	0	0.186179111238504	0	0	0	0	0	0	0	0	0	0
"SUPT4H1"	0	0	0	0	0	0	0	0	0	0	0	0	0.132196462933753	0	0	0.375526338906354	0	0.311598249822652	0	0.263749008362719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112380545632679	0	0	0	0	0	0	0	0	0	0.503049172454754	0	0	0	0	0	2.42757364033425	0	0	0	0.0732296716390196	0	0	0	0	0	0	0
"SUPT5H"	0	0	0	0	0	0	0	0	0	0	0	0.567833594330077	0	0	0	0	0	0	0	0	0	1.79629647400055	0	1.49652995206979	0	0.993198659209074	0	0	0	0	0	0	0.281632423386339	0	0	0	0.0733110439646192	0	0	0	0	0	0	0	2.19519287173027	0	0	0.774445084664734	0.426760645462819	0	0	0	0	0	0	0.565199185875326	0	0	0	0	0	1.72573037462978	0	0	0	1.86182213894676	0	0.874059182150929	0	0	0	0	0	0	0	0	0	0
"TEX11"	0	0	0.389440363890901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49172386867257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112269346134279	0	0	0.511443523648322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80197342725666	0	0	0	0	0	0	1.13245057363485	0	0	0	0	0	0	0	0	0	0
"TOPBP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125817500303336	0	0	0	0	0	0	0	0	0.600318841733099	0	3.97128363312848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TSG101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612320760635938	7.13967540937576	0.300482714928604	0	0	0.527598500743446	3.2934058372836	0	0.520515048755342	0.598656589299413	0.335265072865708	0	0	0	0	0	0	0	0	0	0	1.28696803866765	0	0.503161553011468	0	0	0.839961665723644	0	0	0.87217120238515	0	0	0	1.63549885713039	0	0	0	0.877236738256023	0	0	0	0	0	0	0	1.30664431822184	1.35654287632404	0.135141353039225	0	0	0.108916887234638	0	1.96383851367397	0	0	0	0	0	0	0	0	0	0
"UBE2I"	0	0	0	0	0.423107514854329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823205885811049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53371563819065	0	0	0	0	0.4279852591675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78500384927387	1.51387187921664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UCHL5"	5.86034663606586	0	0	0	0	0.0667183876101303	0	0	0	0	0	0	0	0	0	0	0.868095397493309	0	0	0	0	1.08692867317882	0	0	0.0881805963280305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472927031185918	0	1.05230677534489	0	0	0	0.320989025542401	0	0	0	0	0	0	0	0.734644064890147	0.893253832128148	0	0	0	0	0	0	0	1.73903323255641	0	0	0	0	0	0	0.658478688960829	0
"VAMP2"	0	0	0	0	0	0	0.118468268152924	0	0	0.834474060660883	0	0.260907152032794	0.846348465122581	0	0	2.1271693980501	0	0	0	0	0.68942494819744	0	0	0	0	0.103760384096587	0	0	0	0	0	0.579015232915918	0.373376024794907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527070173368873	0	0	0.854694796566293	0	0	0	0.300885221322696	0	0	0	0	0.0202018994252351	1.17206974067171	0	0	1.35600635699079	0	0	0	0	0	0	0	0	0	0	0	0	0
"VAMP3"	0.335745822835844	0.147441241918375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196896885378883	0	0	0	1.44140374161771	0	0	0	0	0	0	0	0	0	0	0	0.0798242328614468	0	0.668535580923834	0	0	0	0	0	0	0	0	0	0	0.0362097574783139	0	0	0	0	0.0718195859490192	0.575947503578615	0	0	0	0	0	0	0	0	0	0.515587786997615	0	0	0	0	0	0.433562363243506	0	0	0.0327837382594538	0	0	0	0	0	1.01504601182582	0
"WDR7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"lam"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223831644697968	0	0	0	0	0	0	0.207748976036723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.728638488927949	0	0	0	0	0	0	0	0	0	0	0	0	0.921128412492479	0	0	0	0.531672737239419	0	0	0	0	0	0	0	1.04166876314495	1.2224026388269	0	0	0	0	0.349517281153778	0	0	0	0	0	0	0	0	0	0	0
"largeT"	0	0	0	0	0	0	0	0	1.07541242132198	0	0	0	0.165002704387268	0	0	0.651246111970871	0.808220172101938	2.00975003252949	0	0	0.577265777686853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0852164606656726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872948909613851	0	0	0	0	0	0	0	0.0405927902391885	0	0.430216158654499	0	0	0	0	0	0	0	0
"p53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04553808288089	0	0	0	0	0.4453359584987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882813261871201	0	0	0	0	0	0	0	0	0	0.281431516039847	0	0	0	0.123020315952732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329023654382644	1.0240626937362	0.480891178911859	0	0	0	0	6.41206523550273	0
